#FIR coefficients for EISCAT 3D FSRU Delays
#
#April 20, 2017
#Computed using Equiripple Method
#
#Delay is in picoseconds
#Coefficients are signed, 18 bits, 3 integer bits.  Full scale = 32768.
#
#Delay Coef0 Coef1 Coef2 Coef3 Coef4 Coef5 Coef6 Coef7 Coef8 Coef9 
15680 -165 366 -668 1287 -2708 32537 2890 -1056 485 -200 
15700 -169 374 -682 1314 -2763 32522 2961 -1081 497 -205 
15720 -173 382 -697 1342 -2818 32506 3033 -1106 508 -209 
15740 -176 390 -711 1369 -2873 32490 3105 -1131 519 -214 
15760 -180 398 -726 1397 -2928 32473 3177 -1156 530 -218 
15780 -184 406 -740 1424 -2982 32456 3250 -1181 541 -223 
15800 -187 414 -754 1451 -3036 32439 3322 -1205 553 -227 
15820 -191 422 -769 1478 -3090 32421 3395 -1230 564 -232 
15840 -195 430 -783 1505 -3143 32403 3468 -1255 575 -236 
15860 -198 437 -797 1532 -3196 32384 3541 -1280 586 -241 
15880 -202 445 -811 1559 -3249 32365 3615 -1305 597 -246 
15900 -205 453 -825 1585 -3301 32345 3689 -1330 608 -250 
15920 -209 461 -839 1612 -3353 32325 3762 -1355 620 -255 
15940 -212 469 -853 1638 -3405 32304 3837 -1380 631 -259 
15960 -216 477 -867 1664 -3457 32283 3911 -1405 642 -264 
15980 -220 484 -881 1690 -3508 32262 3985 -1430 653 -268 
16000 -223 492 -895 1716 -3559 32240 4060 -1455 664 -273 
16020 -227 500 -909 1742 -3609 32217 4135 -1480 675 -277 
16040 -230 507 -923 1768 -3659 32195 4210 -1505 686 -282 
16060 -234 515 -936 1794 -3709 32171 4285 -1530 697 -286 
16080 -237 523 -950 1820 -3759 32148 4361 -1555 708 -291 
16100 -241 530 -964 1845 -3808 32124 4436 -1580 719 -295 
16120 -244 538 -977 1870 -3857 32099 4512 -1605 730 -299 
16140 -248 545 -991 1896 -3905 32074 4588 -1630 742 -304 
16160 -251 553 -1004 1921 -3954 32049 4665 -1655 753 -308 
16180 -254 560 -1018 1946 -4002 32023 4741 -1680 764 -313 
16200 -258 568 -1031 1971 -4049 31997 4818 -1704 774 -317 
16220 -261 575 -1044 1996 -4097 31970 4895 -1729 785 -322 
16240 -265 583 -1058 2020 -4144 31943 4972 -1754 796 -326 
16260 -268 590 -1071 2045 -4190 31915 5049 -1779 807 -330 
16280 -271 598 -1084 2069 -4237 31887 5126 -1804 818 -335 
16300 -275 605 -1097 2094 -4283 31859 5204 -1829 829 -339 
16320 -278 612 -1110 2118 -4328 31830 5282 -1854 840 -344 
16340 -281 619 -1123 2142 -4374 31801 5360 -1879 851 -348 
16360 -285 627 -1136 2166 -4419 31771 5438 -1903 862 -352 
16380 -288 634 -1149 2189 -4463 31741 5516 -1928 873 -357 
16400 -291 641 -1161 2213 -4508 31710 5594 -1953 883 -361 
16420 -295 648 -1174 2237 -4552 31679 5673 -1978 894 -365 
16440 -298 655 -1187 2260 -4595 31648 5752 -2002 905 -370 
16460 -301 662 -1199 2283 -4639 31616 5831 -2027 916 -374 
16480 -304 670 -1212 2307 -4682 31584 5910 -2052 926 -378 
16500 -308 677 -1224 2330 -4725 31551 5989 -2077 937 -382 
16520 -311 684 -1237 2353 -4767 31518 6069 -2101 948 -387 
16540 -314 691 -1249 2375 -4809 31484 6148 -2126 958 -391 
16560 -317 698 -1261 2398 -4851 31450 6228 -2150 969 -395 
16580 -321 704 -1273 2420 -4892 31416 6308 -2175 980 -399 
16600 -324 711 -1286 2443 -4933 31381 6388 -2200 990 -404 
16620 -327 718 -1298 2465 -4974 31346 6469 -2224 1001 -408 
16640 -330 725 -1310 2487 -5014 31310 6549 -2248 1011 -412 
16660 -333 732 -1322 2509 -5054 31274 6630 -2273 1022 -416 
16680 -336 738 -1334 2531 -5094 31237 6711 -2297 1032 -420 
16700 -339 745 -1345 2553 -5133 31200 6792 -2322 1043 -425 
16720 -342 752 -1357 2574 -5173 31163 6873 -2346 1053 -429 
16740 -345 758 -1369 2596 -5211 31125 6954 -2370 1064 -433 
16760 -348 765 -1381 2617 -5250 31087 7035 -2395 1074 -437 
16780 -352 772 -1392 2638 -5288 31048 7117 -2419 1084 -441 
16800 -355 778 -1404 2659 -5325 31009 7198 -2443 1095 -445 
16820 -358 785 -1415 2680 -5363 30970 7280 -2467 1105 -449 
16840 -361 791 -1426 2701 -5400 30930 7362 -2491 1115 -453 
16860 -363 798 -1438 2721 -5437 30890 7444 -2515 1126 -457 
16880 -366 804 -1449 2742 -5473 30849 7527 -2539 1136 -461 
16900 -369 810 -1460 2762 -5509 30808 7609 -2563 1146 -465 
16920 -372 817 -1471 2782 -5545 30767 7691 -2587 1156 -469 
16940 -375 823 -1482 2802 -5580 30725 7774 -2611 1166 -473 
16960 -378 829 -1493 2822 -5615 30682 7857 -2635 1176 -477 
16980 -381 835 -1504 2842 -5650 30640 7940 -2659 1186 -481 
17000 -384 842 -1515 2861 -5684 30597 8023 -2683 1196 -485 
17020 -387 848 -1525 2881 -5718 30553 8106 -2706 1206 -489 
17040 -390 854 -1536 2900 -5752 30509 8189 -2730 1216 -493 
17060 -392 860 -1547 2919 -5785 30465 8273 -2753 1226 -497 
17080 -395 866 -1557 2938 -5818 30420 8356 -2777 1236 -501 
17100 -398 872 -1568 2957 -5851 30375 8440 -2800 1246 -505 
17120 -401 878 -1578 2976 -5883 30329 8524 -2824 1256 -509 
17140 -403 884 -1588 2994 -5915 30283 8608 -2847 1265 -512 
17160 -406 890 -1598 3012 -5947 30237 8692 -2871 1275 -516 
17180 -409 895 -1609 3031 -5978 30190 8776 -2894 1285 -520 
17200 -411 901 -1619 3049 -6009 30143 8860 -2917 1294 -524 
17220 -414 907 -1629 3067 -6040 30096 8945 -2940 1304 -528 
17240 -417 913 -1638 3085 -6070 30048 9029 -2963 1314 -531 
17260 -419 918 -1648 3102 -6100 30000 9114 -2986 1323 -535 
17280 -422 924 -1658 3120 -6130 29951 9199 -3009 1333 -539 
17300 -425 930 -1668 3137 -6159 29902 9283 -3032 1342 -543 
17320 -427 935 -1677 3154 -6188 29852 9368 -3055 1352 -546 
17340 -430 941 -1687 3171 -6216 29802 9453 -3078 1361 -550 
17360 -432 946 -1696 3188 -6245 29752 9538 -3100 1370 -553 
17380 -435 951 -1706 3205 -6273 29701 9624 -3123 1380 -557 
17400 -437 957 -1715 3221 -6300 29650 9709 -3145 1389 -561 
17420 -440 962 -1724 3238 -6327 29599 9795 -3168 1398 -564 
17440 -442 967 -1733 3254 -6354 29547 9880 -3190 1407 -568 
17460 -445 973 -1742 3270 -6381 29495 9966 -3212 1416 -571 
17480 -447 978 -1751 3286 -6407 29443 10051 -3235 1425 -575 
17500 -450 983 -1760 3302 -6433 29390 10137 -3257 1434 -578 
17520 -452 988 -1769 3317 -6459 29336 10223 -3279 1443 -582 
17540 -454 993 -1778 3333 -6484 29283 10309 -3301 1452 -585 
17560 -457 998 -1786 3348 -6509 29229 10395 -3323 1461 -589 
17580 -459 1003 -1795 3363 -6533 29174 10481 -3345 1470 -592 
17600 -461 1008 -1803 3378 -6557 29119 10568 -3366 1479 -596 
17620 -464 1013 -1812 3393 -6581 29064 10654 -3388 1488 -599 
17640 -466 1018 -1820 3407 -6605 29008 10740 -3410 1496 -602 
17660 -468 1023 -1828 3422 -6628 28953 10827 -3431 1505 -606 
17680 -470 1028 -1836 3436 -6651 28896 10913 -3453 1514 -609 
17700 -473 1032 -1845 3450 -6673 28840 11000 -3474 1522 -612 
17720 -475 1037 -1853 3464 -6695 28783 11087 -3495 1531 -615 
17740 -477 1042 -1860 3478 -6717 28725 11173 -3516 1539 -619 
17760 -479 1046 -1868 3492 -6739 28667 11260 -3537 1548 -622 
17780 -481 1051 -1876 3505 -6760 28609 11347 -3558 1556 -625 
17800 -483 1055 -1884 3519 -6781 28551 11434 -3579 1564 -628 
17820 -486 1060 -1891 3532 -6801 28492 11521 -3600 1573 -631 
17840 -488 1064 -1899 3545 -6821 28433 11608 -3621 1581 -635 
17860 -490 1069 -1906 3558 -6841 28373 11695 -3641 1589 -638 
17880 -492 1073 -1913 3571 -6861 28313 11782 -3662 1597 -641 
17900 -494 1077 -1921 3583 -6880 28253 11870 -3682 1605 -644 
17920 -496 1081 -1928 3595 -6898 28192 11957 -3702 1613 -647 
17940 -498 1086 -1935 3608 -6917 28131 12044 -3723 1621 -650 
17960 -500 1090 -1942 3620 -6935 28070 12132 -3743 1629 -653 
17980 -502 1094 -1949 3632 -6953 28008 12219 -3763 1637 -656 
18000 -503 1098 -1955 3643 -6970 27946 12307 -3783 1645 -659 
18020 -505 1102 -1962 3655 -6987 27884 12394 -3802 1652 -662 
18040 -507 1106 -1969 3666 -7004 27821 12482 -3822 1660 -665 
18060 -509 1110 -1975 3677 -7021 27758 12569 -3842 1668 -668 
18080 -511 1114 -1982 3688 -7037 27695 12657 -3861 1675 -670 
18100 -513 1117 -1988 3699 -7052 27631 12745 -3880 1683 -673 
18120 -514 1121 -1994 3710 -7068 27567 12832 -3900 1690 -676 
18140 -516 1125 -2001 3721 -7083 27502 12920 -3919 1697 -679 
18160 -518 1128 -2007 3731 -7098 27438 13008 -3938 1705 -682 
18180 -520 1132 -2013 3741 -7112 27373 13096 -3957 1712 -684 
18200 -521 1136 -2019 3751 -7126 27307 13184 -3976 1719 -687 
18220 -523 1139 -2024 3761 -7140 27241 13272 -3994 1726 -690 
18240 -525 1143 -2030 3771 -7154 27175 13360 -4013 1733 -692 
18260 -526 1146 -2036 3780 -7167 27109 13448 -4031 1740 -695 
18280 -528 1149 -2041 3790 -7179 27042 13535 -4050 1747 -698 
18300 -529 1153 -2047 3799 -7192 26975 13623 -4068 1754 -700 
18320 -531 1156 -2052 3808 -7204 26908 13711 -4086 1761 -703 
18340 -532 1159 -2058 3817 -7216 26840 13799 -4104 1768 -705 
18360 -534 1162 -2063 3825 -7227 26772 13888 -4122 1775 -708 
18380 -535 1165 -2068 3834 -7238 26703 13976 -4140 1781 -710 
18400 -537 1169 -2073 3842 -7249 26635 14064 -4157 1788 -713 
18420 -538 1172 -2078 3850 -7260 26566 14152 -4175 1794 -715 
18440 -540 1175 -2083 3858 -7270 26496 14240 -4192 1801 -717 
18460 -541 1177 -2088 3866 -7280 26427 14328 -4209 1807 -720 
18480 -543 1180 -2092 3874 -7289 26357 14416 -4226 1814 -722 
18500 -544 1183 -2097 3881 -7298 26286 14504 -4243 1820 -724 
18520 -545 1186 -2101 3889 -7307 26216 14592 -4260 1826 -727 
18540 -547 1189 -2106 3896 -7316 26145 14680 -4277 1832 -729 
18560 -548 1191 -2110 3903 -7324 26074 14768 -4293 1838 -731 
18580 -549 1194 -2114 3909 -7332 26002 14856 -4310 1844 -733 
18600 -550 1197 -2118 3916 -7340 25930 14944 -4326 1850 -735 
18620 -552 1199 -2122 3923 -7347 25858 15032 -4342 1856 -738 
18640 -553 1201 -2126 3929 -7354 25786 15120 -4358 1862 -740 
18660 -554 1204 -2130 3935 -7360 25713 15208 -4374 1868 -742 
18680 -555 1206 -2134 3941 -7367 25640 15296 -4390 1873 -744 
18700 -556 1209 -2138 3947 -7373 25567 15384 -4406 1879 -746 
18720 -557 1211 -2141 3952 -7378 25493 15472 -4421 1885 -748 
18740 -558 1213 -2145 3958 -7383 25419 15560 -4436 1890 -750 
18760 -559 1215 -2148 3963 -7388 25345 15648 -4452 1895 -752 
18780 -560 1217 -2151 3968 -7393 25271 15736 -4467 1901 -754 
18800 -561 1219 -2154 3973 -7398 25196 15824 -4481 1906 -755 
18820 -562 1221 -2158 3978 -7402 25121 15912 -4496 1911 -757 
18840 -563 1223 -2161 3982 -7405 25046 16000 -4511 1916 -759 
18860 -564 1225 -2164 3987 -7409 24970 16087 -4525 1921 -761 
18880 -565 1227 -2166 3991 -7412 24894 16175 -4540 1926 -763 
18900 -566 1229 -2169 3995 -7415 24818 16263 -4554 1931 -764 
18920 -567 1231 -2172 3999 -7417 24742 16351 -4568 1936 -766 
18940 -568 1232 -2174 4003 -7419 24665 16438 -4582 1941 -768 
18960 -569 1234 -2177 4006 -7421 24588 16526 -4595 1945 -769 
18980 -569 1236 -2179 4010 -7423 24511 16613 -4609 1950 -771 
19000 -570 1237 -2181 4013 -7424 24433 16701 -4622 1955 -773 
19020 -571 1239 -2184 4016 -7425 24355 16788 -4635 1959 -774 
19040 -572 1240 -2186 4019 -7425 24277 16876 -4649 1963 -776 
19060 -572 1241 -2188 4021 -7426 24199 16963 -4661 1968 -777 
19080 -573 1243 -2190 4024 -7426 24120 17050 -4674 1972 -779 
19100 -574 1244 -2192 4026 -7425 24041 17138 -4687 1976 -780 
19120 -574 1245 -2193 4029 -7425 23962 17225 -4699 1980 -781 
19140 -575 1246 -2195 4031 -7424 23883 17312 -4712 1984 -783 
19160 -575 1248 -2196 4032 -7423 23803 17399 -4724 1988 -784 
19180 -576 1249 -2198 4034 -7421 23723 17486 -4736 1992 -785 
19200 -576 1250 -2199 4036 -7419 23643 17573 -4747 1996 -787 
19220 -577 1251 -2200 4037 -7417 23563 17660 -4759 1999 -788 
19240 -577 1251 -2202 4038 -7415 23482 17747 -4770 2003 -789 
19260 -578 1252 -2203 4039 -7412 23401 17833 -4782 2006 -790 
19280 -578 1253 -2204 4040 -7409 23320 17920 -4793 2010 -791 
19300 -579 1254 -2205 4041 -7406 23239 18007 -4804 2013 -793 
19320 -579 1255 -2205 4041 -7402 23157 18093 -4815 2017 -794 
19340 -579 1255 -2206 4041 -7398 23075 18180 -4825 2020 -795 
19360 -580 1256 -2207 4042 -7394 22993 18266 -4836 2023 -796 
19380 -580 1256 -2207 4042 -7389 22911 18352 -4846 2026 -797 
19400 -580 1257 -2208 4041 -7384 22828 18438 -4856 2029 -798 
19420 -581 1257 -2208 4041 -7379 22745 18525 -4866 2032 -798 
19440 -581 1258 -2208 4041 -7374 22662 18611 -4875 2035 -799 
19460 -581 1258 -2208 4040 -7368 22579 18696 -4885 2038 -800 
19480 -581 1258 -2208 4039 -7362 22495 18782 -4894 2040 -801 
19500 -581 1259 -2208 4038 -7356 22412 18868 -4904 2043 -802 
19520 -582 1259 -2208 4037 -7349 22328 18954 -4913 2045 -803 
19540 -582 1259 -2208 4035 -7342 22244 19039 -4921 2048 -803 
19560 -582 1259 -2208 4034 -7335 22159 19125 -4930 2050 -804 
19580 -582 1259 -2207 4032 -7328 22075 19210 -4939 2052 -805 
19600 -582 1259 -2207 4030 -7320 21990 19295 -4947 2054 -805 
19620 -582 1259 -2206 4028 -7312 21905 19380 -4955 2057 -806 
19640 -582 1259 -2206 4026 -7304 21819 19466 -4963 2059 -806 
19660 -582 1258 -2205 4024 -7295 21734 19550 -4970 2060 -807 
19680 -582 1258 -2204 4021 -7286 21648 19635 -4978 2062 -807 
19700 -582 1258 -2203 4019 -7277 21562 19720 -4985 2064 -808 
19720 -581 1258 -2202 4016 -7268 21476 19805 -4993 2066 -808 
19740 -581 1257 -2201 4013 -7258 21390 19889 -4999 2067 -809 
19760 -581 1257 -2200 4010 -7248 21303 19973 -5006 2069 -809 
19780 -581 1256 -2198 4006 -7238 21217 20058 -5013 2070 -809 
19800 -581 1256 -2197 4003 -7227 21130 20142 -5019 2072 -810 
19820 -581 1255 -2195 3999 -7216 21043 20226 -5025 2073 -810 
19840 -580 1254 -2194 3995 -7205 20955 20310 -5031 2074 -810 
19860 -580 1254 -2192 3991 -7194 20868 20393 -5037 2075 -810 
19880 -580 1253 -2190 3987 -7182 20780 20477 -5043 2076 -810 
19900 -579 1252 -2188 3983 -7170 20692 20561 -5048 2077 -810 
19920 -579 1251 -2187 3978 -7158 20604 20644 -5053 2078 -811 
19940 -579 1250 -2184 3974 -7146 20516 20727 -5058 2078 -811 
19960 -578 1249 -2182 3969 -7133 20428 20810 -5063 2079 -811 
19980 -578 1248 -2180 3964 -7120 20339 20893 -5068 2080 -811 
20000 -577 1247 -2178 3959 -7107 20250 20976 -5072 2080 -811 
20020 1    2    3     4    5     6     7      8    9    10
20040 32767 000 000   000  000   000   000   000   000  000
20060 000  000  000   000  000   000   000   000   000  000
